task,start_ns,duration_ns
prepare_kernel_input,160056591,319203
construct_combined_index_npu,160409538,2038877
npu_kernel_run,160607040,483102
read_kernel_output,161090443,468594
automaton,162069340,1969537
construct_escape_carry_index,162074259,7685
prepare_kernel_input,162082014,332377
construct_combined_index_npu,162448616,1972392
npu_kernel_run,162646339,506135
read_kernel_output,163152755,477230
automaton,164038977,1967022
construct_escape_carry_index,164043185,9638
prepare_kernel_input,164052893,334401
construct_combined_index_npu,164421218,1958456
npu_kernel_run,164617689,482010
read_kernel_output,165099979,483733
automaton,166006129,2007910
construct_escape_carry_index,166010468,9928
prepare_kernel_input,166020477,325534
construct_combined_index_npu,166379825,2013139
npu_kernel_run,166572348,494483
read_kernel_output,167067122,464025
automaton,168014129,1850392
construct_escape_carry_index,168018868,9368
prepare_kernel_input,168028316,330814
construct_combined_index_npu,168393154,1845824
npu_kernel_run,168585838,495455
read_kernel_output,169081594,465408
automaton,169864631,1890488
construct_escape_carry_index,169868859,8977
prepare_kernel_input,169877906,327418
construct_combined_index_npu,170239168,1882082
npu_kernel_run,170432323,463404
read_kernel_output,170896018,468905
automaton,171755209,1895127
construct_escape_carry_index,171759617,7204
prepare_kernel_input,171767041,320766
construct_combined_index_npu,172121440,1894065
npu_kernel_run,172314224,398192
read_kernel_output,172712716,467693
automaton,173650436,1886901
construct_escape_carry_index,173654544,9157
prepare_kernel_input,173663801,318191
construct_combined_index_npu,174015695,1897822
npu_kernel_run,174208499,424772
read_kernel_output,174633571,471139
automaton,175537427,1964187
construct_escape_carry_index,175541946,8636
prepare_kernel_input,175550652,329241
construct_combined_index_npu,175913737,1961582
npu_kernel_run,176105950,431865
read_kernel_output,176538116,475477
automaton,177501714,1968435
construct_escape_carry_index,177506423,9498
prepare_kernel_input,177515991,325895
construct_combined_index_npu,177875519,1961402
npu_kernel_run,178067742,429922
read_kernel_output,178497954,474856
automaton,179470249,1964658
construct_escape_carry_index,179474617,7535
prepare_kernel_input,179482232,321436
construct_combined_index_npu,179837111,1961873
npu_kernel_run,180031208,422257
read_kernel_output,180453745,473674
automaton,181434997,2008541
construct_escape_carry_index,181439145,9418
prepare_kernel_input,181448643,317269
construct_combined_index_npu,181799184,2024862
npu_kernel_run,181991948,427487
read_kernel_output,182419725,472322
automaton,183443638,1972142
construct_escape_carry_index,183447796,8275
prepare_kernel_input,183456141,334672
construct_combined_index_npu,183824236,1964598
npu_kernel_run,184016419,421896
read_kernel_output,184438606,463114
automaton,185415880,1760112
construct_escape_carry_index,185420519,8255
prepare_kernel_input,185428854,326857
construct_combined_index_npu,185789024,1764941
npu_kernel_run,185982199,423349
read_kernel_output,186405838,457854
automaton,187176092,1775791
construct_escape_carry_index,187180500,8857
prepare_kernel_input,187189437,331225
construct_combined_index_npu,187554165,1761164
npu_kernel_run,187752850,435342
read_kernel_output,188188472,460960
automaton,188951973,1718844
construct_escape_carry_index,188956231,8146
prepare_kernel_input,188964457,317830
construct_combined_index_npu,189315469,1725677
npu_kernel_run,189508604,431805
read_kernel_output,189940729,457684
automaton,190670907,1846044
construct_escape_carry_index,190675045,12684
prepare_kernel_input,190687799,320094
construct_combined_index_npu,191041346,1848369
npu_kernel_run,191233669,432867
read_kernel_output,191666837,462302
automaton,192517051,1946594
construct_escape_carry_index,192521470,9788
prepare_kernel_input,192531328,325454
construct_combined_index_npu,192889865,1944269
npu_kernel_run,193081967,428569
read_kernel_output,193510837,465639
automaton,194463745,1956512
construct_escape_carry_index,194468073,7595
prepare_kernel_input,194475748,325143
construct_combined_index_npu,194834314,1946895
npu_kernel_run,195027499,427938
read_kernel_output,195455727,466040
automaton,196420348,1911507
construct_escape_carry_index,196424756,7845
prepare_kernel_input,196432681,315545
construct_combined_index_npu,196781419,1913281
npu_kernel_run,196973922,427517
read_kernel_output,197401740,461230
automaton,198331945,1924933
construct_escape_carry_index,198336223,7414
prepare_kernel_input,198343717,317750
construct_combined_index_npu,198694850,1928790
npu_kernel_run,198886973,432786
read_kernel_output,199320050,464076
automaton,200256978,1931405
construct_escape_carry_index,200261166,8676
prepare_kernel_input,200269923,314633
construct_combined_index_npu,200623850,1928019
npu_kernel_run,200814631,426915
read_kernel_output,201241847,464777
automaton,202188473,1978484
construct_escape_carry_index,202192852,7113
prepare_kernel_input,202200035,318561
construct_combined_index_npu,202552140,1968845
npu_kernel_run,202747669,434189
read_kernel_output,203182139,468484
automaton,204167057,1983373
construct_escape_carry_index,204171295,8006
prepare_kernel_input,204179381,308662
construct_combined_index_npu,204521186,1992600
npu_kernel_run,204718258,428789
read_kernel_output,205147337,466501
automaton,206150521,1968685
construct_escape_carry_index,206154668,8927
prepare_kernel_input,206163675,316929
construct_combined_index_npu,206513977,1972041
npu_kernel_run,206708864,437456
read_kernel_output,207146600,467933
automaton,208119306,1832458
construct_escape_carry_index,208123554,8516
prepare_kernel_input,208132150,320906
construct_combined_index_npu,208486219,1840343
npu_kernel_run,208685495,420002
read_kernel_output,209105808,458144
automaton,209951855,1967943
construct_escape_carry_index,209956223,9127
prepare_kernel_input,209965420,327839
construct_combined_index_npu,210326772,1959147
npu_kernel_run,210519055,435612
read_kernel_output,210954998,461120
automaton,211919899,1988903
construct_escape_carry_index,211924066,8086
prepare_kernel_input,211932222,320675
construct_combined_index_npu,212286120,1982982
npu_kernel_run,212479475,429701
read_kernel_output,212909506,458015
automaton,213908892,1879157
construct_escape_carry_index,213913060,8135
prepare_kernel_input,213921276,314653
construct_combined_index_npu,214269302,1886681
npu_kernel_run,214461565,430082
read_kernel_output,214891948,458204
automaton,215788149,1907670
construct_escape_carry_index,215792577,8296
prepare_kernel_input,215800953,322008
construct_combined_index_npu,216156264,1895086
npu_kernel_run,216348837,429090
read_kernel_output,216778227,458456
automaton,217695929,1922148
construct_escape_carry_index,217700147,8887
prepare_kernel_input,217709114,308993
construct_combined_index_npu,218051560,1929592
npu_kernel_run,218246909,428869
read_kernel_output,218676079,461541
automaton,219618167,1910285
construct_escape_carry_index,219622455,9328
prepare_kernel_input,219631863,316206
construct_combined_index_npu,219981302,1909233
npu_kernel_run,220174637,432947
read_kernel_output,220607905,463885
automaton,221528552,1934741
construct_escape_carry_index,221532920,8306
prepare_kernel_input,221541306,316017
construct_combined_index_npu,221890736,1941414
npu_kernel_run,222082638,431063
read_kernel_output,222513982,463164
automaton,223463394,1967332
construct_escape_carry_index,223467762,9177
prepare_kernel_input,223477019,322128
construct_combined_index_npu,223832350,1971941
npu_kernel_run,224024753,417077
read_kernel_output,224442141,465368
automaton,225430827,2018980
construct_escape_carry_index,225435035,9357
prepare_kernel_input,225444472,326547
construct_combined_index_npu,225804502,2015614
npu_kernel_run,225996224,425893
read_kernel_output,226422408,465328
automaton,227449907,1983734
construct_escape_carry_index,227454316,8526
prepare_kernel_input,227462922,324182
construct_combined_index_npu,227820316,1984245
npu_kernel_run,228013601,414202
read_kernel_output,228428083,467442
automaton,229433731,1943668
construct_escape_carry_index,229437999,8787
prepare_kernel_input,229446866,324412
construct_combined_index_npu,229804711,1949770
npu_kernel_run,229997275,428759
read_kernel_output,230426314,462854
automaton,231377499,1966562
construct_escape_carry_index,231381687,9488
prepare_kernel_input,231391255,330143
construct_combined_index_npu,231754771,1987752
npu_kernel_run,231947124,422728
read_kernel_output,232370143,465779
automaton,233344161,1989034
construct_escape_carry_index,233348409,8245
prepare_kernel_input,233356735,352545
construct_combined_index_npu,233742663,1971430
npu_kernel_run,233934495,431985
read_kernel_output,234366771,465628
automaton,235333295,1987961
construct_escape_carry_index,235337463,8686
prepare_kernel_input,235346229,334772
construct_combined_index_npu,235714334,1979786
npu_kernel_run,235912097,430843
read_kernel_output,236343251,467933
automaton,237321387,1996087
construct_escape_carry_index,237325785,8767
