task,start_ns,duration_ns
read_kernel_output,188874620,466521
construct_escape_carry_index,189343305,13856
automaton,189346822,1477460
prepare_kernel_input,189357272,344029
construct_combined_index_npu,189735716,1554265
npu_kernel_run,189922439,513570
read_kernel_output,190436249,471360
construct_escape_carry_index,190909803,12363
automaton,190913490,1440149
prepare_kernel_input,190922257,334371
construct_combined_index_npu,191290131,1574212
npu_kernel_run,191476132,524160
read_kernel_output,192000532,469828
construct_escape_carry_index,192472634,13145
automaton,192476321,1378783
prepare_kernel_input,192485879,344941
construct_combined_index_npu,192864474,1559785
npu_kernel_run,193051587,515543
read_kernel_output,193567371,472973
construct_escape_carry_index,194042588,13947
automaton,194045444,1479794
prepare_kernel_input,194056635,333890
construct_combined_index_npu,194424389,1521873
npu_kernel_run,194610490,467193
read_kernel_output,195077923,472061
construct_escape_carry_index,195552158,12714
automaton,195555144,1462181
prepare_kernel_input,195564973,347967
construct_combined_index_npu,195946373,1217929
npu_kernel_run,196133466,524871
read_kernel_output,196658578,470287
automaton,197133715,1480715
read_kernel_output,197164443,302050
automaton,198614561,788198
