task,start_ns,duration_ns
npu_kernel_run,148646664,431415
read_kernel_output,149078329,457985
construct_escape_carry_index,149538709,11902
automaton,149541214,1210626
prepare_kernel_input,149550691,328541
construct_combined_index_npu,149912936,1460108
npu_kernel_run,150106551,428269
read_kernel_output,150535071,462924
construct_escape_carry_index,151000320,8706
automaton,151002744,1195448
prepare_kernel_input,151009116,330484
construct_combined_index_npu,151373244,1098796
npu_kernel_run,151568343,409543
read_kernel_output,151978127,457644
automaton,152440751,1219884
read_kernel_output,152472230,263598
automaton,153660765,483814
